Package name,Reviewer name,Review,Rating
com.eventbrite.attendee,Emilio vega,Nice,5
com.eventbrite.attendee,Boedi Tobing,Support,5
com.eventbrite.attendee,Stanley Fraser,It is always easy to navigate and understand.,5
com.eventbrite.attendee,Cait K,"Has the events I want to sign up to. Not much point to having the app over the website. It's really too bad that when signing up for tickets the info doesn't autoload. Akai can't bulk purchase events and when signing up to online events and it makes a calendar event, it does not give you a link to the call platform event. Instead you have to go to the email where the ticket is to find the link. Such a hassle!!",2
com.eventbrite.attendee,LINDA FERNANDES,"Very efficient, worth down loading it.",5
com.eventbrite.attendee,Heather Roehrig,Great app!,5
com.eventbrite.attendee,felicia rusk,It's really easy to register for various events. I like the service Eventbrite provides.,5
com.eventbrite.attendee,Brother Rick,A great way to connect with people in my industry and to learn new things.,5
com.eventbrite.attendee,K Truesville,"When you hit search for event, there is no box to say event. You have to scroll thru to find event on that day. Not convenient.",4
com.eventbrite.attendee,Lucy and Paul Irven,"You should distinguish your retail app from your merchant app more clearly. Buying a couple of tickets: the layout was unclear, and it wasn't obvious that I should scroll down after entering my name (though that was supplied from my account profile); I only succeeded in the purchase on the third attempt. I don't normally experience such problems with online purchases. Otherwise, it's okay",3
com.eventbrite.attendee,Josette Dotson,I love the app and the way we access to events all over,5
com.eventbrite.attendee,Cornelia Kaufmann,Efficient. Easy to use. Just fabulous!,5
com.eventbrite.attendee,Sanita Green,Great!!!,5
com.eventbrite.attendee,Marie Cadet,I love this app all the festivals and events are on this app.,5
com.eventbrite.attendee,adekola seyi,Great,5
com.eventbrite.attendee,virginia farrow-jones,As an event organiser I don't see who has booked onto my event until it starts which is unhelpful.,2
com.eventbrite.attendee,Chris White,"Best way to find events, going out for drinks, meeting new people and having a good time. High recommend using this app 💯",5
com.eventbrite.attendee,Elemzi,Dope,4
com.eventbrite.attendee,Marsha Massie,User-friendly,5
com.eventbrite.attendee,Shandra Mccreary,Had a great time at the dinosaur event my friends and family had a great day.,5
com.eventbrite.attendee,Abigail Du Preez,This app has no bugs and work exactly as it should!! Thank you so much!!,5
com.eventbrite.attendee,David Allen,Does not work,1
com.eventbrite.attendee,Carolyn Jackson,"Good experience, easy navigating the website",5
com.eventbrite.attendee,Carl Douglas,Entertaining ☺️ and informative,5
com.eventbrite.attendee,Aqkhira S-Aungkh,App is easy to use. Purchase tickets and sync to calendar in 2 steps.,5
com.eventbrite.attendee,Lee Dunn,Great App. Love the suggestions that they come up with and love the events. Really easy to use,5
com.eventbrite.attendee,Teresa Horrigan,I love these tours. They're so educational!!,5
com.eventbrite.attendee,Jerry Marhz,Great company full of endless volunteering opportunities & fun entertainment!! 👍,4
com.eventbrite.attendee,Brittany Wester,Great Ticket App!,5
com.eventbrite.attendee,Samuel Taylor,Its a great app! I get to know the date & time of my event and other details!,5
com.eventbrite.attendee,Joshua Mason,"Fantastic, I love This Platform!!",5
com.eventbrite.attendee,nicole schaeffer,Love it.. always something new or there..,5
com.eventbrite.attendee,Veronica Conley,Useful,5
com.eventbrite.attendee,Thelma Nash,I love the reminders of the coming shows and the chosen shows,5
com.eventbrite.attendee,Jamesia Fairley,"It works well. First I started receiving invites , now I send them too! I can find events where ever I decide travel. So there😌😊💕",5
com.eventbrite.attendee,Syeda Sania,Alhamdulillah I got so many types of knowledge and learning more about Zoology topics for my previous projects.,5
com.eventbrite.attendee,Ross Pease,Always informative and educational. Join in and learn. Be entertained as well.,5
com.eventbrite.attendee,Zamir Humud,Great app for tickets for concerts at smaller local venues,4
com.eventbrite.attendee,Scott Bown,"Not the best checkout experience, got bounced around the app and the site when I selected I'd rather pay with my Credit Card over PayPal (I don't know what you have against that). Waited while the app ""processed my payment"" but no progress was made. When I backed out of that it told me I actually did purchase tickets, I guess. App appears to be buggy in this regard. How about you tear a small amount of money from your board of directors' tight pockets to make the customer experience better.",3
com.eventbrite.attendee,Dave McGuinness,Can't change ticket donation on payment page. I don't like that the default is to getting emails on EventBrite on other events.,3
com.eventbrite.attendee,Silent Wings,very confusing,2
com.eventbrite.attendee,Prosper Esin,"Hey creator, this app is amazing still working-ish but I think there is a bug now. It's lagging and I can't see most of my liked event, i uninstall and installed back but still havingthe same problem but I can go on my computer to find it. Hope it gets fixed soon so I can use in on the go. Thank you",3
com.eventbrite.attendee,Robert Mcfadyen,Works perfectly 👍,5
com.eventbrite.attendee,Tony C,"I like knowing what social events are going on near me. Enemtbrite keeps me up to date on the latest social activities in my local area. Now, I have the freedom to pick and choose which events I would like to attend.",5
com.eventbrite.attendee,NJ Runcers,"Just downloaded the app and had the email (10:58am) to update the password. Within seconds I've clicked the link, typed my password in and clicked the button. I've done it twice (another email at 10:59) each time I've had an info box pop up telling me the link has expired, when there should be a 2 hour time limit on it! Time is now 11.04am - so definitely not 2 hours! Once this is fixed I will give a proper review",1
com.eventbrite.attendee,Blake Alves,Doesn't work in India. Only for the USA.,1
com.eventbrite.attendee,Maria Marconi,Amazing!,5
com.eventbrite.attendee,S Nelson,Ok,4
com.eventbrite.attendee,Emily Parker,"Never connects. I've tried several times to use the app over the last year, even after upgrading to a new phone. It always says ""cannot connect."" I hope it gets fixed. Until then I'll just keep using the browser site.",1
com.eventbrite.attendee,Fran Pinkerton,I tried to get my tickets and the page disappeared!,3
com.eventbrite.attendee,Terry Vassel,👍 Great,5
com.eventbrite.attendee,Pato MC,"I couldn't pay with paypal, wasted my time for 1 hour between the webpage (where it says we can pay with paypal through the app),signing me up, filling freaking forms, installing the app reading instructions and....nothing.... and of course now writing this. I want that hour of my life back!!!.",1
com.eventbrite.attendee,"Visionary, Vianna C. Little",Simple and easy engagement to register for events,5
com.eventbrite.attendee,Claudia Veloza Rico,Great app to find events and groups lined up with your interests and your area.,5
com.eventbrite.attendee,Jacqueline Mejia,Great for tockets,4
com.eventbrite.attendee,Stephen Reader,Clear and easy to use,5
com.eventbrite.attendee,John Somers,Fabolous,5
com.eventbrite.attendee,Gabriela Paredes,Very friendly,5
com.eventbrite.attendee,Ensenada Pool,Great app. You can learn a lot of great stuff on the palm of your hand. They offer a lot of classes.,5
com.eventbrite.attendee,Richard Harris,Great - easy to use,5
com.eventbrite.attendee,steve s,Greay,5
com.eventbrite.attendee,Donna Carrizo,Been using this app for years. Love it. So easy,5
com.eventbrite.attendee,marty cafino,Educational and good training,5
com.eventbrite.attendee,Chran Tain,I find it a bit annoying that the app and the website don't default to English (UK) on my account and there is no setting to avail this. I have to manually change it everytime for each ticket booking.,3
com.eventbrite.attendee,salihu muhammed,🤝 Team work is everything,5
com.eventbrite.attendee,Mike Cordiner,Easy app to use as all details are already in,4
com.eventbrite.attendee,Charlene Peters,Good experience so far,5
com.eventbrite.attendee,JAnthony Garnica,No number to call support. Eventbrite keeping all my money. Was supposed to transfer on the 15th. Then it said the 18th. Today is 18th and no money for me. I stare at my phone and my money. No support or phone number to call. May never use you again for the lack of support.,2
com.eventbrite.attendee,Renate' Cole,Excellent! This app has helped me stay on track with my learning how to start my business. It can be so overwhelming at times. Thank you Canva.,5
com.eventbrite.attendee,Russell Sparrow,Very good,5
com.eventbrite.attendee,Alida Isgandarli,Super useful!,5
com.eventbrite.attendee,Shaz,Easy booking,5
com.eventbrite.attendee,Rachel Voss,"wonderful way to connect with the world, try new things and not be isolated",5
com.eventbrite.attendee,Selena Aparicio,They are helping me with my record and i am very thankful for them,5
com.eventbrite.attendee,Tricia key,Very Easy & Clear and Professional with Acurate Information,5
com.eventbrite.attendee,Sally Williams,Wonderful classes instructors great,5
com.eventbrite.attendee,Laura Elliott,"I've used it twice, and it's worked out really well, first on my android then on my laptop.",5
com.eventbrite.attendee,Paul Perry,No comment,4
com.eventbrite.attendee,PAUL BARNETT,Quick and easy everytime.,5
com.eventbrite.attendee,antonide Ligonde,"Love it ! Thanks for keeping me in the know. Your content is diverse, rich, and entertaining.",5
com.eventbrite.attendee,Jules Coleman,Always works well for me :) love it,5
com.eventbrite.attendee,Mary S.,"Easy to use, pay, and find the tickets at time of event.",5
com.eventbrite.attendee,alexis smith,Easy breezy,5
com.eventbrite.attendee,Jim Lucas,Very smooth and easy!,5
com.eventbrite.attendee,Sandra Dupree,"So far,so good",5
com.eventbrite.attendee,Marlyne Daley,Easy to use!,4
com.eventbrite.attendee,Robert McKinlay,Good,5
com.eventbrite.attendee,look closer,I love you eventbrite. Connecting me with just what i need,5
com.eventbrite.attendee,Pamela Eveland,Love the events. Easy to use,5
com.eventbrite.attendee,uehdhsj .G,I find it very difficult to contact anyone.I was unable to attend aTY ball and after many issues got to navigate and email looking for a refund.I think that currently with covid people who purchade a ticket in good faith and cant attend due to illness should get refunded without a long delay.A helpline would be very useful.I am still awairing mt refund.This is one area that needs major improvemenr,1
com.eventbrite.attendee,Valerie Buchand,Haven't used it e no enough to have an option.,4
com.eventbrite.attendee,Natasha Harris,Awesome,5
com.eventbrite.attendee,Josie Tamayo,Awesome,5
com.eventbrite.attendee,Martine Alexandre,It allows me to esasily access zoom. The communication is clear.,5
com.eventbrite.attendee,valerie mckinnie,I have used Evenbrite several times and can truly say its Wonderful,5
com.eventbrite.attendee,Alejandro Fernandez,Easy to navigate 🤙,5
com.eventbrite.attendee,Hilaire Michel,"This app has the worst search results. Most of the time a search comes back with ""having problems connecting to server...""",2
com.eventbrite.attendee,Colin John,"So simple, so reliable, Great Service",5
com.eventbrite.attendee,Terri Hannah,Always easy to use!!,5
com.eventbrite.attendee,Debora Stevens,Easy to use,5
com.eventbrite.attendee,fred schuldt,"I like shows. Eventbrite makes it super easy (maybe too easy) to get tickets for the most and best events in my area. Never do I wish it did a better job, so...",5
com.eventbrite.attendee,Wayne Nugent,A difficultcapp to use when booking multiple tickets for different people.,1
com.eventbrite.attendee,Graham Handy,Good,4
com.eventbrite.attendee,Emma LeClair,Always easy to use!,5
com.eventbrite.attendee,Paige Sutton Biesenbach,So far so good. I received notifications for 2 events that I'm really glad they sent me!,5
com.eventbrite.attendee,Diane Johnson,I used this app quite often.,5
com.eventbrite.attendee,Kenneth Clark 88,Awesome 👍💯,5
com.eventbrite.attendee,Mr Ahmed,Great app for knowing free events,5
com.eventbrite.attendee,sophia luvz,Works perfectly,5
com.eventbrite.attendee,Nicola Sample,Quick and easy To book tickets,5
com.eventbrite.attendee,Jenny Brown,"Pretty handy overall. When filling out registration forms, if it doesn't like the info you've entered, it just says to fill out the highlighted sections but doesn't actually highlight anything, so you have to guess what it wants you to do. The timer for completing your ticket purchase resets if you open anything else on your phone or if your phone goes to a screensaver, which means you'll have to re-enter all your info when you leave for a minute to find your credit card. Otherwise it's fine.",3
com.eventbrite.attendee,Marilyn Money,Awesome,5
com.eventbrite.attendee,malissa herbote,I never miss an opportunity to sign up for events online. 💯 thank you,5
com.eventbrite.attendee,Kelly Johnson,Easily bought and accessed tickets,5
com.eventbrite.attendee,n. prince,Difficulties connecting to server,1
com.eventbrite.attendee,Busisiwe Mdlalose,"Informative, intervention programme thats help youth growth and commit youth in committment. Also provide unenlightened programmes towards self sustainability.",5
com.eventbrite.attendee,Jingbo Liu,Good experience,5
com.eventbrite.attendee,Ryder Meagher,Amazing,5
com.eventbrite.attendee,Better Days Global Foundation,Good.,4
com.eventbrite.attendee,Miss Himadri Changmai,"Very nice, useful platform 4 event representation",5
com.eventbrite.attendee,Cathy Paschal,I really was Blessed to receive food for my Family everyone was so heart warming 💓 thank you so much. 🙌🏽🙏🏾🙌🏽,5
com.eventbrite.attendee,Gautam E UNNI,Very useful and user friendly. Very handy in choosing right events for you and best place to learn about all the events happening around your place,5
com.eventbrite.attendee,Winifred Mauras,Fairly fast,4
com.eventbrite.attendee,Bruce Wilder,Best app ever,5
com.eventbrite.attendee,Baldomero Delatejera,Always great experience,5
com.eventbrite.attendee,JC Ott,Love it. Very convenient,5
com.eventbrite.attendee,D Hemphill,Conveinent,5
com.eventbrite.attendee,Agatha Agatha,Totally Brilliant,5
com.eventbrite.attendee,Rasheed D.,Great keeping me update with the events,4
com.eventbrite.attendee,Samantha Miller,Very useful app I use for all local events and surrounding events near me....also best ticket prices,5
com.eventbrite.attendee,Takiyah Johnson,"User friendly, great finding adult events",5
com.eventbrite.attendee,Maggie Williams,Did NOT want to use email address that Eventbrite chose for me but I could see no way of changing it . Could some help please. ?,2
com.eventbrite.attendee,Forever King,Great app,5
com.eventbrite.attendee,Stella Seremetaki,Thank you,5
com.eventbrite.attendee,Katy Lofthouse,Best,5
com.eventbrite.attendee,Marius,"Trying to get in contact with event organizer 2 times and no response an my email, try also with Eventbrite and nothing!",1
com.eventbrite.attendee,Courtney,Can always count on eventbrite,5
com.eventbrite.attendee,Madeline Garvin,Informative!,4
com.eventbrite.attendee,Kitty Gee,"This app is convenient, keeps my tickets handy. Very user friendly. Plus you can use it to find other great events and activities",5
com.eventbrite.attendee,CHIZURUM CHIEMEKA,Nice,3
com.eventbrite.attendee,Kyle R,It's good,4
com.eventbrite.attendee,Debbie Kirk,Great for checking out what's on and where. Then getting tickets,5
com.eventbrite.attendee,VAN & MAGGIE,Easy to use!,5
com.eventbrite.attendee,Dele Akindele,Informative,5
com.eventbrite.attendee,Nelleke van Schoonhoven,Great events,5
com.eventbrite.attendee,Suzanne Segovia,Never had a problem getting my tickets. It's always easy and convenient.,5
com.eventbrite.attendee,davis anunda,Awesome app,5
com.eventbrite.attendee,Denise smith,Outstanding I Love Evenbrite,5
com.eventbrite.attendee,Luke Edwards,"Doesn't work at all, just getting loading screens for ages until it times you out.",1
com.eventbrite.attendee,Diana Vaughan,pleasant,5
com.eventbrite.attendee,Bernadette Rogers,"I have enjoyed Eventbrite presentations. They have been ""social"" events during these isolating Covid times.",5
com.eventbrite.attendee,Peter Charis,Very very easy to get tickets,5
com.eventbrite.attendee,Jackie Francois,I have no idea why I downloaded this app,4
com.eventbrite.attendee,Akia Knowles,Love the app,5
com.eventbrite.attendee,Anna Jones,"Super easy to book tickets, many interesting local events as well as international options you would never have been able to access otherwise.",5
com.eventbrite.attendee,TJ HorseRider,Great for event organisation,4
com.eventbrite.attendee,Amadeus C,Super convenient way to manage your event tix.,5
com.eventbrite.attendee,ANN SHEPARD,Great app. Easy to use.,5
com.eventbrite.attendee,Ellen Nyberg,The app works well but confirmation emails are flagged in Gmail as unsafe and clicking attachments may cause personal info to be stolen.,1
com.eventbrite.attendee,Michelle Adams,Great,5
com.eventbrite.attendee,U zoR FIreD,Great,4
com.eventbrite.attendee,Adela Clow,Only had 1x I could not order tickets this past Monday. My friend did them for me. Maybe the site was jammed ?,5
com.eventbrite.attendee,John-Glen Sarchfield,Has great seminars that I want and should attend.,4
com.eventbrite.attendee,Trishun Espinosa,Terrible! Difficulties searching in different cities. It leaves the app for searching. Just bad and is not user friendly.,1
com.eventbrite.attendee,Cookiebookielookie,Great app for going to special events,5
com.eventbrite.attendee,Tiffany Coleman,I love it. I can always find something to do!,5
com.eventbrite.attendee,Bob Sutton,Extremely user unfriendly.,1
com.eventbrite.attendee,Tihomir Uzelac,"Don't remember checkout details, you need to fill it out every time you're buying tickets, they charge 15% commision on every ticket",1
com.eventbrite.attendee,Khyle Wise,Great events for great experiences,5
com.eventbrite.attendee,S Crumpton,Very easy to purchase tickets!,5
com.eventbrite.attendee,Will Harris Jr.,Love it,5
com.eventbrite.attendee,Judy Jara,Love this app it got great places and prices.😊👍,5
com.eventbrite.attendee,friends upcoming,Thanks that is true apps enjoying is,5
com.eventbrite.attendee,Monroe Williams Jr.,No problem,4
com.eventbrite.attendee,Berlinda Burnett,"This is a great app. It gives great info & give you dates and times of different events and help you to find out what events are going on online and in your area, as well as surrounding areas...",5
com.eventbrite.attendee,ahmad zuqlam,Scammers. No refunds what so ever,1
com.eventbrite.attendee,Jamie McReynolds,I use Eventbrite to sign up for a variety of events.,5
com.eventbrite.attendee,Javier Arrieta,It's really easy use this,5
com.eventbrite.attendee,joel malcolm,"Terrible service, thiefs",1
com.eventbrite.attendee,Lesley Peters,I can't get te ticket app.,1
com.eventbrite.attendee,Juan Ocampo,💯💯💯💯💯,5
com.eventbrite.attendee,jelly bean,"I ordered a nonrefundable ticket for the second day of a music event. I received a ticket for the wrong day and now I can't attend, plus i'm out the money. There's no in-app link to any kind of customer service or technical support either, just a form to send an email to the event organizer. Will not use this app again.",1
com.eventbrite.attendee,Cally Elliott,Great place to discover ppl and fun,5
com.eventbrite.attendee,Monique Flowers,I've always had a good experience when I use Eventbrite.,5
com.eventbrite.attendee,A Google user,My favorite feature is the wide selection of topics you can choose from for their online webinars.,5
com.eventbrite.attendee,Petrisor Lacatus,Thank you.,5
com.eventbrite.attendee,Courtney Burton,Great shows,4
com.eventbrite.attendee,Ernesita Corpuz,SUPERB!,5
com.eventbrite.attendee,0xtz,Best events app,5
com.eventbrite.attendee,Blanche King,Love it!!!!,5
com.eventbrite.attendee,Lisa,"This is brilliant, so easy and simple, yet detailed and fun! Looking forward to going to many more gigs and events after a 2 year hiatus!",5
com.eventbrite.attendee,Mari Romero,I love it!!,5
com.eventbrite.attendee,Marlo Belizario,I like how this app is so easy to navigate and has a variety of interesting events in its search engine,5
com.eventbrite.attendee,Nyles Richardson,Excellent,5
com.eventbrite.attendee,Eamon Magee,Excellent Thanks,5
com.eventbrite.attendee,Tamara Allen,So easy to use and great for reminding of great family days out,5
com.eventbrite.attendee,Elvis Creations,Nice app,5
com.eventbrite.attendee,Harold Pickering,"Always, fast, easy to use!",5
com.eventbrite.attendee,Tammy Pletcher,Love it,5
com.eventbrite.attendee,Rogell Ward,easy to use.easy access to my tickets,5
com.eventbrite.attendee,Joe Raiche,Easy and Fast,5
com.eventbrite.attendee,William Mongou,Easy to use!,5
com.eventbrite.attendee,Dee Garcia,Very interesting,5
com.eventbrite.attendee,Melani Ontiveros,Easy to use and have not had any problems thus far with the app.,5
com.eventbrite.attendee,Yulonda Mitchell,I love it!!!!,5
com.eventbrite.attendee,Jerry O'Connor,"OK, just find it hard to find specific events when I search. Maybe it's just me.",4
com.eventbrite.attendee,TheLadyj0071,This is a great way to attend different events.,5
com.eventbrite.attendee,Patricia Yankosky,So many different options of entertainment. App easy to use .,5
com.eventbrite.attendee,Jennifer Hubley,Lots of scammers using this app because they don't pursue refends,1
com.eventbrite.attendee,Gg Gg,Handy & easy to use ... especially for non-techie people ... like me!,5
com.eventbrite.attendee,Aq Kopp,A very useful facility,5
com.eventbrite.attendee,Angie W,Worked,4
com.eventbrite.attendee,Brian Miller,Works great very convenient,5
com.eventbrite.attendee,Alissa in Chains,"Easy to find & buy tickets. You can search for specific event/venue as well as browse by location/date if you're just looking for something to do. Easy to access/scan purchased tickets (which streamlines the admission process at shows). You can also see past purchases, which is pretty cool to look back on. I attend lots of concerts & wrestling events & this app lets me quickly & easily do it all in one place, keeps me organized, reminds me of upcoming events, & prevents lost/damaged tickets.",5
com.eventbrite.attendee,Vincent Passaro,App is a giant pain to navigate around. Search is broken and keep getting errors.,2
com.eventbrite.attendee,Anthony Adams,"I get messages for things I don't want, but none for organizations I follow.",4
com.eventbrite.attendee,Phil Mc Carty,"Straightforward and does the job. The occasional wrinkle, but overall very good",4
com.eventbrite.attendee,Frank Getz,Very easy to use and convenient,5
com.eventbrite.attendee,Heather Anderson,"Quick, informative & helpful!",4
com.eventbrite.attendee,jbones Theviking,Great app! Always alerts me to local shows happening,5
com.eventbrite.attendee,Annette,Very interesting and informative talks and discussions with very interesting speakers and guests.,5
com.eventbrite.attendee,Agha Tayyab,awesome thing for awareness,5
com.eventbrite.attendee,JoAnne Van Datta,I am finding it impossible to negotiate; missed events in confusion.,3
com.eventbrite.attendee,Teresa Roche,So easy to use,5
com.eventbrite.attendee,Brandon Williams,Very easy to book tickets for events.,5
com.eventbrite.attendee,Herne Hunter,Easy to use,5
com.eventbrite.attendee,5.8m views,Wish i found this app earlier,5
com.eventbrite.attendee,Oksana Volosina,Very helpful app,5
com.eventbrite.attendee,Senait Mohammed,"Filter doesn't work, tried searching for events that were family/child friendly but majority of the events that keep showing up aren't appropriate for children. Searching for events only in my city, 90% of the events that appear on results are no where close to my city. The last 4 days, the app doesn't work - no events showing up.",1
com.eventbrite.attendee,Htein Gyi,"Yes,good",5
com.eventbrite.attendee,james frazier,Improving speed,4
com.eventbrite.attendee,Anna Smoliar,"I like this app for online events, but sometimes the confirmation ofbookings doesn't get through to my email, so I end up losing some tickets. I don't usually organise events through this platform, but as a participant I think it would be nice if they could fix the issue.",3
com.eventbrite.attendee,James Joseph Malone,Love the free education,5
com.eventbrite.attendee,Virginia Serna,But search is a pain.,5
com.eventbrite.attendee,Khalid Mayes,The best,5
com.eventbrite.attendee,Elisabeth Robson,Very difficult Difficult to put in code.,3
com.eventbrite.attendee,Andrew Patino,Easy to use,4
com.eventbrite.attendee,Alastair Gilchrist,Poor payment system,2
com.eventbrite.attendee,Greggo G,Easy to use and order tickets,5
com.eventbrite.attendee,juanita pfeiffer,Love this App. Keeps you in touch with Local activities. They are a lot of fun.,5
com.eventbrite.attendee,Stephanie Evans,I can't even make an account. It's sending me to my email and then when I click the link provided it takes me back to the screen that says to send a link to my email. Very annoying,1
com.eventbrite.attendee,Catherine Henry,Easy to use.,5
com.eventbrite.attendee,Liondi Henriquez,Fuego app,5
com.eventbrite.attendee,Monjur Alam,"Excellent platform. Just a big laggy, but probably because of the large numbers it caters for",5
com.eventbrite.attendee,art kleinrath,App works with no surprises. Some events do not show up but that may be the organizer not putting in the same keywords I think of. So try different search terms of not finding what you want. Also geographical searches are larger than I expect (250 miles away). Still useful just has results need to pick through.,4
com.eventbrite.attendee,Vivian Peters,"Informative, clear, very searchable.",5
com.eventbrite.attendee,Muhammad Arshad,Keep connecting and up-to-date info help to stay aboard,5
com.eventbrite.attendee,Angela Graham,Very good,5
com.eventbrite.attendee,Christine Clark,Very easy to use,5
com.eventbrite.attendee,Crown Key,Wonderful and helpful,5
com.eventbrite.attendee,Jan Price,So far so good I took a couple library programs during black history month and this month knitting and crochet group. So it's been pretty nice to be availed from all over the world,5
com.eventbrite.attendee,Vanessa Simpson,Very good information.,5
com.eventbrite.attendee,Jeff Burnett,My go to for all the best events.,5
com.eventbrite.attendee,Shobhna Lowe,Easy stress free transaction,5
com.eventbrite.attendee,Paula Robinson Deare,Uncomplicated and quick without trick sales pitches,5
com.eventbrite.attendee,Martha Parker,Very educational app. Love it.,4
com.eventbrite.attendee,Ronaldo Aquino,The ONLY events app I use.. 🤩🤩,5
com.eventbrite.attendee,Adegbolade Adebote,Great so far!,4
com.eventbrite.attendee,PratAp aditya Chakraborty,Thank,5
com.eventbrite.attendee,Ben Bridges ca d-xxx DC ca,Easy to navigate.,5
com.eventbrite.attendee,Richard Russell,Love it,5
com.eventbrite.attendee,steve kennedy,"Eh...has major issues. The app lacks the ability to change your email address. So you have to create a whole new account and lose all of your back history. You also cannot add additional email accounts on your account, so if you sign up for event through an organization that has a different email address for you. Good luck ever finding your tickets. It's very restrictive in a way that makes it unappealing to use. Customer experience is poor because of it",1
com.eventbrite.attendee,Dan'l Markham,Easy to use. Effective,5
