Package name,Reviewer name,Review,Rating
ru.iiec.jvdroid,Mitesh Adelkar,I am loving this app but some other devices don't support this application to run. So i am looking forward for further updates so that i can run this app on my low end devices. I hope the developers will take the compatibility issue into notice and do something about it soon. Thanks 😊,4
ru.iiec.jvdroid,Matthew Sorensen,Doesn't compile jars,1
ru.iiec.jvdroid,Ayush kumar,"Very very very very good app , i am saying so therefore because i have been using it for 2 months and i saw that this app is very good to practice java , thank you IDE",5
ru.iiec.jvdroid,Venkatesh Yadav,excellent!,5
ru.iiec.jvdroid,Lourdes Abanador,The worst thing I can't play my code,3
ru.iiec.jvdroid,Viktor Milivojević,"Doesn't work on Android 12, when it's fixed I will change the ratings thanks.",1
ru.iiec.jvdroid,Ryan W,"Doesn't work. Opened their included hello world sample and hit run and just get error. ""connect: No such file or directory""",1
ru.iiec.jvdroid,Souvik Sasmal 3329,But there is no avilable graphics,4
ru.iiec.jvdroid,Adithya Upadhya,Excellent app for programming,5
ru.iiec.jvdroid,Indrayudh Chakraborty,Can't use Scanner class :/,2
ru.iiec.jvdroid,Rani Dwivedi,PLEASE ADD A PROBLEM INDICATOR THAT WHAT WE HAVE TO FIX HERE.,3
ru.iiec.jvdroid,Rendell Revis,Good,5
ru.iiec.jvdroid,sarath,Thankss,5
ru.iiec.jvdroid,Dilip kumar,This company makes best IDEs for people . I love Jvdroid and Pydroid IDEs . These IDEs are the best in the world 🌎🌍!,4
ru.iiec.jvdroid,Hairah Medina Mauna,❤❤❤❤❤,5
ru.iiec.jvdroid,Lucky Vishwakarma,Very good JavaIDE for android. Easy to use and standard UI. You can save the programs.,4
ru.iiec.jvdroid,Shabeena Afaq,Always showing error please fix it,1
ru.iiec.jvdroid,Vivek Hansda,It is genualy a best app for who is in school or in college what to do java programming it here it is 👌👌 beleive me its the best.😊,5
ru.iiec.jvdroid,MOha EDla,"Very good and excellent, but the cursor needs smooth navigation",4
ru.iiec.jvdroid,Pritee Chauhan,Best,5
ru.iiec.jvdroid,Izuko Midoriya,This application is awesome for my smartphone Android 9 but the problem for this app is I cannot download it for my tablet Android 10(Not compatible). Hope that this app can also use for tablet. Thank you! Four stars for now :),4
ru.iiec.jvdroid,LEGEND ff,"Can you make it smooth, and also it is slower than pydroid3?????. Please give an update.",3
ru.iiec.jvdroid,Prakhar Srivastava,Best android app for java.,5
ru.iiec.jvdroid,4G - Lucero Rem-Rem B.,this app is so convenient and easy to use.... thank you for creating this app.,5
ru.iiec.jvdroid,Mojtaba Vahdati,"I love the idea, but I can't do something as simple as opening a Java project(a directory I have in my storage). Also please add support for building gradle projdcts. Thank you!",4
ru.iiec.jvdroid,Rabindra Panigrahi,I fell very good when I use this app,5
ru.iiec.jvdroid,Jrome rit,"It is the best compiler for java because it is the only one, could they at least do something for versions, like a menu to select versions, or maybe just stay updated to the same version of java as is most recent.",3
ru.iiec.jvdroid,Subscriber Subscriber,Amazing app for coding,5
ru.iiec.jvdroid,Arka Sarkar,one of the best java ide available for Android,5
ru.iiec.jvdroid,Ankit Vishwakarma,Good,5
ru.iiec.jvdroid,Boy Freezer,How to fix no X11 display Exception?,3
ru.iiec.jvdroid,Blue Diamond,"Works perfectly Perfect. Just one tip for new users; when you start it first time, click on folder icon and click on ""New"" and then start work. Otherwise it gives some kind of error.",5
ru.iiec.jvdroid,Dzreke-Poku Nathan,I love this 🤩,5
ru.iiec.jvdroid,Kuljeet rana,Op,5
ru.iiec.jvdroid,Memz Buck,Omg man I like this,5
ru.iiec.jvdroid,Usman A,Awesome,2
ru.iiec.jvdroid,Qwer Zxcv,Best java android IDE,5
ru.iiec.jvdroid,flp,Nice IDE,4
ru.iiec.jvdroid,Jatinder Kumar,Nice app in android apps for learning.,2
ru.iiec.jvdroid,Diprajyoti Majumdar,Best ide ever,5
ru.iiec.jvdroid,Ashwin R,Great app but it show only runtime error not compile time error.,1
ru.iiec.jvdroid,Govind Agarwal,Nice for doing java program. It help those who not have a laptop for doing Java programs,5
ru.iiec.jvdroid,Vinay,"Over all best ide for Java but could be better if add jframe , jpanel etc for gui applications",4
ru.iiec.jvdroid,Cristina mayagma Vlog,this app is very nice. because this app will help to the student and willing to learn,5
ru.iiec.jvdroid,Prakhar Yadav,Simplest and the Best of its kind ! I started from scratch and now I am able to write my own programs within one and half month. Definitely recommend Jvdroid☕,5
ru.iiec.jvdroid,Prabal Jaiswal,Nice,5
ru.iiec.jvdroid,Mirza Adnan Baig,It's an excellent compiler which i have seen ever,5
ru.iiec.jvdroid,Mithun Medhanth,Nice app for java,5
ru.iiec.jvdroid,Bindu Nath,It's an amazing and remarkable application for programming using Java language. The app also supports all types of input methods.,5
ru.iiec.jvdroid,Mohammed Ansari,This the worst app ever after no error it's not executing,1
ru.iiec.jvdroid,ANSHU OFFSET,One of best code app,5
ru.iiec.jvdroid,Monish B,"It is best apps for programming, but I give only four star because the app good but we can't use Function Argument input method and Command Line Argument input method.",4
ru.iiec.jvdroid,Prenit Jain,Best ide app,5
ru.iiec.jvdroid,Likitha P,I have used and it's good app to create programs and I used it as well Happy with interface and and no ads in between ☺️😊,4
ru.iiec.jvdroid,Abdul Karim,Please provide Mobile C like keyboard. It's hitting user experience on typing code.,5
ru.iiec.jvdroid,Kartik Verma,Worst app in the world My experience to this app was very bad it is the worst app in the world it is only time wastage to download app and write programs on it because it is not compiling any program right even after writing the correct programs it is compiling wrong I tried same program on pc and copies that and pasted on this app it was compiling error but on pc it was compiled successful,1
ru.iiec.jvdroid,Subodhkumar gorai,This app is amazing this provides a lot the features that I want except one that is it doesn't run without main method if it fix that that I think 🤔 it will be the best app in the playstore for practicing java,4
ru.iiec.jvdroid,Carl Plugin,"Please for the developers to update this Java application again, to the latest version. Since Java is currently still version 11, there are some things that can't be done; for example I can't use the switch statement (yield) in this application, because it requires version 14 and above. Thank you.",3
ru.iiec.jvdroid,MAFIA X GAMER,Best app to coding,5
ru.iiec.jvdroid,Subhasish Mohapatra,Excellent ide for java ihave not used like this idea,5
ru.iiec.jvdroid,SHIVAKUMAR H,"Best app for creating java projects. It includes the option "" CREATE RUNNABLE JAR"" which is not found in many other IDE apps. But I can't figure out how to view list of installed libraries and packages in terminal. Bcz 'apt' is not available and ""/sbin"" returns 'no access'. Plz help me",4
ru.iiec.jvdroid,Awais Mushtaq,"Hey! There is no way to include jar files such as Java Mail API in this app. Also, no project creation and maintenance.",3
ru.iiec.jvdroid,Global construction,How do I add external library to my project???,5
ru.iiec.jvdroid,Ankit Kushwaha,Superb app No any fault in this app I have used so many apps then i have selected this app in others app when i was writing correct program then aldo it was showing errors but this app is accurate like this app,5
ru.iiec.jvdroid,Salma Aiyaz,It is Nice but not in mobile lopetoe😣😣😓😡,1
ru.iiec.jvdroid,Rajesh Sankarana,I don't why it is showing always error in system.out.println() ; team members can respond to it,1
ru.iiec.jvdroid,Phoxett Phoxett,"I download the app for the second time, when I use the terminal, I get fatal error, java/javac commands give fatal error. Running code on the editor i get ""connect: no such file or directory""",1
ru.iiec.jvdroid,Aleph Nesher,I paid for the premium hoping I could program some graphic outputs but it does not allow me to use.awt and I can't draw simple circles. It says no x11 display variable. Fix this issue and I will give some better review.,1
ru.iiec.jvdroid,Pintu kumar Ghosh,Can it be downloaded in laptop???,5
ru.iiec.jvdroid,Cos Tube,Best mobile IDEs are developed by IIEC 🤩😍 We want Kotlin droid also 😬 Please!!!,5
ru.iiec.jvdroid,Arup Bera 31,It's working like a pro extention,5
ru.iiec.jvdroid,Naga venkata jaswanth Adhikarla,It is very useful to learn java,5
ru.iiec.jvdroid,Shaurya Shah,Nice app but how to compile,4
ru.iiec.jvdroid,Sarvagra Singh,You know it's the best app for Java but the thing is that you should reduce the cost of premium version since Java is free for PC. If it's reduced this app is really worth of 5*,4
ru.iiec.jvdroid,SANTU SAU,Dear developer when I want to add int numbers like this :- int num1=1; int num2=2; int Sum= num1+num2; System.out.print(Sum); Then the output is only the word Sum instead of 3...... So please it..,1
ru.iiec.jvdroid,Synth Sharma,Kotlin code is note working here,1
ru.iiec.jvdroid,Kishu Gaming,Nice app for starter,4
ru.iiec.jvdroid,Emmanuel Wekesa,Relatively good app!,2
ru.iiec.jvdroid,Suhail Khan,Jvdroid IDE good job. This app is usefull for those whose mobile is compatible with it. Please update this app for each and every android mobile user.,2
ru.iiec.jvdroid,Md Imran Khan,Bring IDE for Kotlin please and jvdroid is an awesome experience on phone,5
ru.iiec.jvdroid,Arjun bhatt,"So helpful, i am just love this app..!!!",5
ru.iiec.jvdroid,Aseem Prasad,Worst,1
ru.iiec.jvdroid,Fast track Learning,Wahhhhh,1
ru.iiec.jvdroid,Janardhana Badana,Thanks for this wonderful app,5
ru.iiec.jvdroid,pratik Chakraborty,I cannot import other packages ......i'm writting 2 codes in the same package but i cannot import them.......i hope you can do something for that,3
ru.iiec.jvdroid,Poludasari Ramesh,Working well but applets donot support here😒😒😟,3
ru.iiec.jvdroid,Punam Gupta,This app doesn't work when I work it shows error,1
ru.iiec.jvdroid,Ahmad Hassan Yaseen,Amazing 💖💖💖,5
ru.iiec.jvdroid,Anshu,It is online or offline app,5
ru.iiec.jvdroid,GOPI KRISHNAN . R,Hi bro any samples are not run all codes are error please check and rewrite the coding and edit the program make app ok!,1
ru.iiec.jvdroid,Laksh Walia,Good app for learning java in Mobile👍👍,5
ru.iiec.jvdroid,Sudeshna Mukherjee,"Very nice app, perfect for a school student!",5
ru.iiec.jvdroid,govind desai,Great app,5
ru.iiec.jvdroid,RD,I'm fairly new to Java and found this to be one of the best around. I am doing video lessons and had a problem trying to use JOptionPane. It doesn't work. Why is this?,4
ru.iiec.jvdroid,kareem jaber,This app is really and great,5
ru.iiec.jvdroid,Shusnato,Best app,5
ru.iiec.jvdroid,Al Randolph Villegas,Great! simple but powerful IDE. Will you also create an IDE for C#?😊,5
ru.iiec.jvdroid,Fasil Rahmantkn,Its a super app. but l cant install it on my tablet. That's why i give them 3 star. I wish they will fix it soon.,3
ru.iiec.jvdroid,alaoui amine,truly amazing app it supports java 11,5
ru.iiec.jvdroid,Shivam,Best app,5
ru.iiec.jvdroid,crafty person,Sir please make a app for web development like CSS java html,5
ru.iiec.jvdroid,Palavalasa Karthik raj,Very good,5
ru.iiec.jvdroid,Jefte Macapula,Good app,4
ru.iiec.jvdroid,shoib ansari,Automatically save the file where once i have choose to save my all the files. Again again it needs to select the folder. And please pre-selected the file name so i have to enter my file name without erasing it and be your cursor there to write my file name.like all other apps. Like firstly i have to choose where i have to save my file then put the cursor there where i have to write my file name and then erase it. And then tup my file name . But overall ur app is good enough. M happy with this.,3
ru.iiec.jvdroid,Michael Jacob,It seems that I can't create a new class,3
ru.iiec.jvdroid,Chrisy Lee,"When pasting, you app automatically adds "" in front and at the end of each line, which makes it meaningless as a mobile Java compiler while I could use while not in front of a computer",3
ru.iiec.jvdroid,Charles Kabagema,Nice and lovely,3
ru.iiec.jvdroid,Rjay Defante,"Idk why, the programs runs amazingly and smooth but I don't get it, why there's no save button? It has to be somewhere but I don't know where it is.",4
ru.iiec.jvdroid,Saksham Yadav,This app is best for java on Android but how can I run lwjgl please tell me. Otherwise this app is great.,5
ru.iiec.jvdroid,Adediran Oreoluwa,"It never auto saves... Once the app is closed, that's all!!! All tabs gone.... This really made me angry...",2
ru.iiec.jvdroid,Shane Mate,It glitched on me and reset all the progress I made on my program that I had been saving throughout. It doesn't detect other classes because it doesn't make a class file and it doesn't work with javafx. So this app is only good for basic programming.,1
ru.iiec.jvdroid,sted reserva,I like it but when it will support the gui for java? Like jframe thank you.,4
ru.iiec.jvdroid,Odimayo Taiye,Jvdroid does not support GUI programming with java why?,2
ru.iiec.jvdroid,Bikash Mahata,Thanks for uploading the app!,5
ru.iiec.jvdroid,AnonY mous,Very useful IDE for java developer.,5
ru.iiec.jvdroid,Mustafa Ben Kamel,"This Problem (not complete code) Began when my phone language transfor to Arabic , but when I use English language it's no problem ?! Please fixed it",3
ru.iiec.jvdroid,Al Fa,The best of the best ide for Android. Thank you so much dear dev,5
ru.iiec.jvdroid,10_Amruta Deokate,Excellent app...who don't have laptops...,5
ru.iiec.jvdroid,LAXMANA RAO KORRA,It's very helpful for to learn,5
ru.iiec.jvdroid,Ruald de Bruyn,App crashes frequently while typing in code...,2
ru.iiec.jvdroid,Manthan's Gaming Channel,Thanks now i can do java on mobile,5
ru.iiec.jvdroid,Melchizedek V,Everything is working well and it's osm Except for the themes. Need a full black theme. I use this app a lot and my phone has amoled screen...so there are chances for screen burning Hence please provide a full black theme which will save our phones. Of course there is a black theme with the top and bottom still orange..but we need full black. I hope you fix it in the next update,4
ru.iiec.jvdroid,PSL Official,This IDE is very good it works very well i cannot believe on its working so good....,5
ru.iiec.jvdroid,Blogger Girl,Couldn't use GUIS in this due to PATH issues. But really good app!!!,4
ru.iiec.jvdroid,Anuj_Sharma,Good app deserves 5 stars but have some bugs not works like pydroid.,5
ru.iiec.jvdroid,Neleshwar srivastava,Ultra Max useful for students leaning java but not having a Pc or Laptop,5
ru.iiec.jvdroid,Rohit Vishwkarma,I don't Want to give Any star but its Compulsory to Post any feed. Is not working perfectly... Its not showing any Auto line .. And Red underline....🤒,1
ru.iiec.jvdroid,Margaret Leber,Installable on ChromeOS but language server won't start.,1
ru.iiec.jvdroid,19 Goli.Saveera Kumari,Very very helpful 👍,5
ru.iiec.jvdroid,Sorabh kumar,This app very helpful who have not laptop,5
ru.iiec.jvdroid,Isma'eel Habeeb Adam,Powerful indeed,5
ru.iiec.jvdroid,Aniekan Udo,"If there is a ranking more than a five star, I will have given this app, it really helped me in my exams",5
ru.iiec.jvdroid,Karthik Narayanan,Good to use,5
ru.iiec.jvdroid,Shailesh Pawar,"Hello I am getting ""x11 display variable not set"" error.How to remove this error?",5
ru.iiec.jvdroid,Akhand Pratap,Best alternative for bluej...must use,5
ru.iiec.jvdroid,Mr. Skid,"I'd like to thank the developers for this helpful app. My laptop's broken and if it wasn't for this app, it'd be very hard for me to keep up with my activities, ty",5
ru.iiec.jvdroid,kuber kushwah,Impressive,5
ru.iiec.jvdroid,hritansh dixit,This is the best mobile app for someone who can't afford a pc or laptop,5
ru.iiec.jvdroid,Akshara,Very nice app,5
ru.iiec.jvdroid,Ganeswar Jena,Not compatible on all devices,1
ru.iiec.jvdroid,Chall Oye,"I am giving 5 stars to this app . Reason: ""Because, That's Great App For Java on Smart Phones 😇"".",5
ru.iiec.jvdroid,"Srijani , Sayan , Saborni Das",Good app for Android compiling but you should add more features like main function inputs and the float data types,4
ru.iiec.jvdroid,MEENA SINGH,THIS IS BEST FOR BOTH JAVA AND KOTLIN ✔️✔️✔️✅✅✅,5
ru.iiec.jvdroid,Sreejith Nilamel,How do you create JFrame in this?,3
ru.iiec.jvdroid,VIKHYAT Verma,Everytime it says system package doesn't exist...While Demo programs are working well...,1
ru.iiec.jvdroid,ARADHYAJITCHAKI Roll no 13 Sec A Class 9,Yes now I can do it. It is a very good app for those who do not have computers. I appreciate this app as 5 stars.Thanks for your.,5
ru.iiec.jvdroid,Ragini Chaudhary,It is really very good app and appreciating too!,5
ru.iiec.jvdroid,Hariom Aggarwal,"Best compiler for mobile phones, highly recommend it!!",5
ru.iiec.jvdroid,laqshya vohra,Ver bad App . This is the worst app ever .Do not try It has very bad user interface.,1
ru.iiec.jvdroid,Anil Manuka,it is a very nice application please provide some server (like tomcat) to develop web applications,5
ru.iiec.jvdroid,Anshuman Kaity,Very nice app,5
ru.iiec.jvdroid,Gopal Yadav,Nice 👍👍👍,5
ru.iiec.jvdroid,Vikram N,"Is any way, so we can import android library ? Because for some times we need to import android library to test.",4
ru.iiec.jvdroid,Rohit Konnur,Very nice app,5
ru.iiec.jvdroid,Vinay Chaubey,Good,5
ru.iiec.jvdroid,Ngampo S Salim 20BOT037,Please add support for 32(armv7) bit devices too,5
ru.iiec.jvdroid,Riddhima dixit,By the perspective of coder and you don't have pc or laptop this is best platform for coding,5
ru.iiec.jvdroid,Ayush Dedhia,"The app is best! But facing some error like ""Starting Language Server""! Please help me to fix it 😭",4
ru.iiec.jvdroid,Guy Coding,This IDE is really amazing!,5
ru.iiec.jvdroid,Sachin,This app is really very-very helpful. It's amazing. It is an advantage to all those who don't have laptops. It works or I can say similar to BlueJ for those who can afford Mobile phones only. One more thing should be added and that is some more built- in java packages should be supported. Then it would be a system Similar to laptop. Big thanks to Jvdroid developers for their great job.,5
ru.iiec.jvdroid,ngh nino,If i commanded the java to input the enter key and backspace didnot work,2
ru.iiec.jvdroid,D Sai Sampath,Bery useful. Alwaz it healps in ronning pro grams when I have free to use the tiney freely. Developers are realy good in making if this useful program.,5
ru.iiec.jvdroid,Sri Harsha s,nice app to make files in java,5
ru.iiec.jvdroid,Shafa Shamshad,"This makes my program to reach a higher level System.out.println(""BEST APPLICATION"");",5
ru.iiec.jvdroid,Just Imagine,My experience on thia is all over good but we can only code for normal programs not applet anymore. But i like this app so much. My laptop often not available for practice so it is good for practice wherever you are like travelling,4
ru.iiec.jvdroid,Dale Etchells,After my phone was updated to Android 11 some the program quit working. After my post about it the author was very understanding and responded stating it was a issue with Android and not his program. However he went beyond his control and found a workaround that fixed the the problem as promised. Thank you.,5
ru.iiec.jvdroid,Harpreet Ralh,"Outstanding programming app, well done app developers. 👍👍👏👏",5
ru.iiec.jvdroid,Ambrish Kumar Pandey,best ide,5
ru.iiec.jvdroid,Trond Wennevik,"Good. Used it for a while, with no problems. But cannot get it to work after Android 11 upgrade. 'Starting Language Server...' hangs, and every attempt to compile anything returns error message: Compiler output, Connect: no such file or directory. (Workes fine on my Android 10 phone.) Any suggestions? 🤔 Edit: App update fixed the issue on Sony Xperia 1 II. 👍",5
ru.iiec.jvdroid,Aarjuboda Aarjuboda,Please add key to go anywhere in editor.this feature you should add in all your IDE.,4
ru.iiec.jvdroid,Jason Wrisky,"Love this app. Have tried a few others since the android 11 update caused the program to no longer work and am going to wait paitently for a fix. The others just aren't as easy and streamlined as this, at least for my needs.",5
ru.iiec.jvdroid,Dashing clasher,If its have java gui compiler then its better😢😢😢,4
ru.iiec.jvdroid,sohail shaikh,"Well... Let's just be complety honest, this is by far.... The Most amazing java compiler and editor out there.... You can do almost everything related to java on this (including packages and. Stuff) and the terminal is. Quite amazing,..... A pro tip.... You can use it to create different php docs as well!",5
ru.iiec.jvdroid,Pranav,Great app,5
ru.iiec.jvdroid,Keyur Prajapati,Good,5
ru.iiec.jvdroid,Arpit Deshwal,best,5
ru.iiec.jvdroid,Jharana Jena,Good application♥️♥️liked it♥️♥️,5
ru.iiec.jvdroid,Ishan [KBG],Brilliant App Does it supports gradle ? Please answer,5
ru.iiec.jvdroid,Aarshayan Singh,"Its very good, it helps me do all my studies and projects. I have a request. System.out.println(""\f""); Which is meant for clear screen, does not work. It makes the screen look messy. Please fix this and you'll get your last star too.",4
ru.iiec.jvdroid,kestrel archer,"For some reason, the app fail to detect the other class i created, my syntax isn't a problem here since i copy pasted the same code into other IDE (and name the java file accordingly) and it work just fine.",3
ru.iiec.jvdroid,Vikram Gaikwad,There's a problem with package programs otherwise it's a good app,3
ru.iiec.jvdroid,manisha lifestyle,"Sir /mam i am huge fan of your ide's I only use ide of your for c++,python and currently Java these ide's fulfill my requirements Please reply on this",5
ru.iiec.jvdroid,wael chateur,not working on android 11,1
ru.iiec.jvdroid,Aniket Randhave,This app are very grratfull I love this app,5
ru.iiec.jvdroid,SARIKA LAKARA,Good,5
ru.iiec.jvdroid,christian ociones,"This programming app is so very helpful, thank you, for it saved me a lot of money from coding in internet shops, although I was not fully satisfied because I can't make a gui using javax.swing unlike your pydroid app, but still thank you for helping as programmers to have easy access on our career.",5
ru.iiec.jvdroid,Darji Jeelesh,"It's a WORST ide I have ever use. In terminal session if I click on Enter button than it would take 'm' as input '&', If I click on 'Back_space' Key than It has take '.' As input I don't know why but it take next left key. I even try it on SAMSUNG,LENOVO & ASUS device but it has a same problem",1
ru.iiec.jvdroid,Sanchit Varshney,Good,5
ru.iiec.jvdroid,JUP Noorani,Quite helpfull for beginning. Because something is better than nothing.,5
ru.iiec.jvdroid,Aaditya Saxena,Nice java application,5
ru.iiec.jvdroid,Sumiya Afrin Simla,Good,5
ru.iiec.jvdroid,Ron H,Works for me,5
ru.iiec.jvdroid,Soumik Seal,Very useful app,5
ru.iiec.jvdroid,LoganDark,"Downloaded to test Android APIs, was disappointed",3
ru.iiec.jvdroid,OTA-24 Atik Rangnekar,"Please add a up, down, left and right button for :- | , symbol so that we can. So we can move this | symbol.Through this coding will be much simpler.Its hard to move this | symbol with touch",3
ru.iiec.jvdroid,shreeram jay,very very..... good app for java compiler&lerning java,5
ru.iiec.jvdroid,Javed Khan,"The app is working properly, but not supported in all devices. Some of my students are not able to install it. Please change the permissions and allow to download on all types of devices... or give some optional app like Lite Jvdroid...",4
ru.iiec.jvdroid,Tanisha Gupta,The Best Ever App For Creating Java Programs.. It Is Best From BlueJ(PC).. Love u JvDroid..,5
ru.iiec.jvdroid,Anurag Chaurasiya,This is best application for Java. Does it support Applets program?,3
ru.iiec.jvdroid,Ullas Ts,Best apppppppppppp,5
ru.iiec.jvdroid,Aditya Rai,One of the heaviest compiler by IIEC...,4
ru.iiec.jvdroid,Mathan Surya,How to use selenium in this application,5
ru.iiec.jvdroid,Rowdy Reddy,Amazing app best for java beginners,5
ru.iiec.jvdroid,Surya Tech 77,Very good application,5
ru.iiec.jvdroid,Neon Black,"I'm an amateur Java developer so I don't know what to totally expect from an IDE such as this. However, the apps failed in this these senses: 1. Can't use custom fonts 2. I save a code from a code editor app but couldn't find it on the app 3. Braces behave anyhow 4. When don't allow ""Preserve files on exit"" it creates ""Main.java"" anytime you run the app 5. Simple programs take too long to execute 6. Why the ""Starting language server"" message everytime ? It's a GREAT APP, nevertheless 🤘🏿",3
ru.iiec.jvdroid,Aman Shah,Amazing app for Java coding.,5
ru.iiec.jvdroid,SAKTHIVEL R,🔥🔥❤️🔥🔥,5
ru.iiec.jvdroid,Mayank Sheladiya,Outstanding app! but it can't support gui...? Is that support gui please notify me.,5
ru.iiec.jvdroid,Simarpreet Singh,"It's a good ide for java , try this you will have great experience.",5
ru.iiec.jvdroid,Haroon Khan,good compiler I installed many compiler but this compiler is suitable for coding. but this have one problem sometime when we save a Java file and compile .but when we want to open again that file it asks for file directory to open that file even after file being saved.,5
ru.iiec.jvdroid,Mihir Sanghai,How to add extra libraries for advanced java?,4
ru.iiec.jvdroid,Shan Carl Belgica,Does Buffered reader||File writer works here? Can you tell me how to path the location of the txt file??,5
ru.iiec.jvdroid,Kunal Shetye,Best ever application to compile java on android.,5
ru.iiec.jvdroid,Abhay Shivhare,Best app for java,5
ru.iiec.jvdroid,karteek sahukari,Good app to learn java skills. Looking forward to see Java UI capabilities.,5
ru.iiec.jvdroid,Shivani Bhatt,It is quite good app but sometime i face issue in cursor,4
ru.iiec.jvdroid,Muhammad Rafique,It should suggest classes and libraries by writing first word and it should be zoom in or zoom out by using fingers.,2
ru.iiec.jvdroid,Brian F,So far so good! Though i have trouble finding saved programs...can't seem to figure out the path....,5
